run_id,run_number,run_attempt,status,conclusion,event,workflow_id,run_started_at,updated_at,head_sha,html_url
20469493769,1236,1,completed,failure,pull_request,43847527,2025-12-23T19:14:58Z,2025-12-23T19:48:20Z,6c0ce73a84a7e43e5e1a3d91219141ad5fdd4de8,https://github.com/bluefireteam/audioplayers/actions/runs/20469493769
