repo,style,start,end,duration_days,changes,changes_per_100d
SharezoneApp__sharezone-app,Emu_Custom,2023-07-01T15:11:11+00:00,2023-08-18T08:37:49+00:00,47.7268287037037,0,0.0
SharezoneApp__sharezone-app,ThirdParty,2023-08-18T08:37:49+00:00,2025-08-10T23:59:59+00:00,723.6403935185185,0,0.0
simonnorberg__dmach,Emu_Custom,2014-12-18T20:43:14+01:00,2024-03-28T13:53:25+01:00,3387.7154050925924,0,0.0
simonnorberg__dmach,Emu_Community,2024-03-28T13:53:25+01:00,2025-08-10T23:59:59+00:00,500.4628935185185,0,0.0
simpledotorg__simple-android,Emu_Community,2020-04-30T03:47:58+00:00,2025-08-10T23:59:59+00:00,1928.8416782407407,0,0.0
sky-map-team__stardroid,Emu_Custom,2016-04-11T17:47:14-04:00,2021-09-26T14:55:20-04:00,1993.880625,0,0.0
sky-map-team__stardroid,Emu_Community,2021-09-26T14:55:20-04:00,2025-08-10T23:59:59+00:00,1414.2115625,0,0.0
slackhq__circuit,Emu_Community,2022-09-06T20:00:26-04:00,2023-12-21T04:22:32+00:00,470.1820138888889,0,0.0
slackhq__circuit,Emu_Community,2023-12-21T04:22:32+00:00,2025-08-10T23:59:59+00:00,598.8176736111111,0,0.0
slackhq__circuit,ThirdParty,2023-12-21T04:22:32+00:00,2025-08-10T23:59:59+00:00,598.8176736111111,0,0.0
smartdevicelink__sdl_java_suite,Emu_Custom,2017-03-28T16:25:53-04:00,2020-01-14T14:42:44-05:00,1021.9700347222222,0,0.0
smartdevicelink__sdl_java_suite,Emu_Community,2020-01-14T14:42:44-05:00,2025-08-10T23:59:59+00:00,2035.1786458333333,0,0.0
softartdev__NoteDelight,Emu_Community,2020-06-28T07:56:43+05:00,2025-08-10T23:59:59+00:00,1869.8772685185186,0,0.0
software-mansion__react-native-screens,Emu_Community,2021-09-21T07:15:56+02:00,2025-08-10T23:59:59+00:00,1419.7805902777777,0,0.0
sopt-makers__sopt-android,GMD,2025-07-12T00:31:54+09:00,2025-08-10T23:59:59+00:00,30.352835648148147,0,0.0
spacecowboy__Feeder,GMD,2022-09-18T10:17:21+02:00,2022-12-17T14:13:49+01:00,90.20587962962964,0,0.0
spacecowboy__Feeder,Emu_Community,2022-12-17T14:13:49+01:00,2023-03-08T09:13:01+01:00,80.7911111111111,0,0.0
spacecowboy__Feeder,GMD,2022-12-17T14:13:49+01:00,2023-03-08T09:13:01+01:00,80.7911111111111,0,0.0
spacecowboy__Feeder,GMD,2023-03-08T09:13:01+01:00,2023-12-22T01:14:27+01:00,288.667662037037,0,0.0
spacecowboy__Feeder,Emu_Community,2023-12-22T01:14:27+01:00,2023-12-22T02:13:15+01:00,0.04083333333333333,0,0.0
spacecowboy__Feeder,GMD,2023-12-22T01:14:27+01:00,2023-12-22T02:13:15+01:00,0.04083333333333333,0,0.0
spacecowboy__Feeder,GMD,2023-12-22T02:13:15+01:00,2023-12-22T10:18:36+01:00,0.3370486111111111,0,0.0
spacecowboy__Feeder,Emu_Community,2023-12-22T10:18:36+01:00,2024-01-04T22:50:33+01:00,13.5221875,0,0.0
spacecowboy__Feeder,GMD,2023-12-22T10:18:36+01:00,2024-01-04T22:50:33+01:00,13.5221875,0,0.0
spacecowboy__Feeder,GMD,2024-01-04T22:50:33+01:00,2025-01-25T12:06:09+01:00,386.5525,0,0.0
spacecowboy__Feeder,Emu_Community,2025-01-25T12:06:09+01:00,2025-08-10T23:59:59+00:00,197.53738425925926,0,0.0
spacecowboy__Feeder,GMD,2025-01-25T12:06:09+01:00,2025-08-10T23:59:59+00:00,197.53738425925926,0,0.0
spacecowboy__NotePad,Emu_Custom,2014-01-18T15:45:28+01:00,2022-11-03T08:49:41+01:00,3210.711261574074,0,0.0
spacecowboy__NotePad,Emu_Community,2022-11-03T08:49:41+01:00,2025-08-10T23:59:59+00:00,1011.6738194444445,0,0.0
Spikeysanju__Wiggles,Emu_Community,2021-02-27T13:27:51+05:30,2025-08-10T23:59:59+00:00,1625.6681481481482,0,0.0
splitwise__TokenAutoComplete,Emu_Custom,2017-10-25T11:57:27-04:00,2020-08-02T19:56:43-04:00,1012.3328240740741,0,0.0
splitwise__TokenAutoComplete,Emu_Custom,2020-08-02T19:56:43-04:00,2025-08-10T23:59:59+00:00,1834.0022685185186,0,0.0
splitwise__TokenAutoComplete,ThirdParty,2020-08-02T19:56:43-04:00,2025-08-10T23:59:59+00:00,1834.0022685185186,0,0.0
sqldelight__sqldelight,Emu_Custom,2016-09-19T13:41:33-04:00,2020-01-14T11:03:52-05:00,1211.932164351852,0,0.0
sqldelight__sqldelight,Emu_Community,2020-01-14T11:03:52-05:00,2020-01-17T17:50:10-05:00,3.2821527777777777,0,0.0
sqldelight__sqldelight,Emu_Custom,2020-01-17T17:50:10-05:00,2020-01-17T20:37:42-05:00,0.1163425925925926,0,0.0
sqldelight__sqldelight,Emu_Community,2020-01-17T20:37:42-05:00,2025-08-10T23:59:59+00:00,2031.9321412037036,0,0.0
square__curtains,Emu_Community,2021-02-01T13:29:07-08:00,2025-08-10T23:59:59+00:00,1651.1047685185185,0,0.0
square__cycler,Emu_Community,2020-08-19T15:20:39-07:00,2025-08-10T23:59:59+00:00,1817.0689814814814,0,0.0
square__leakcanary,Emu_Community,2020-12-09T10:31:35+01:00,2025-08-10T23:59:59+00:00,1705.6030555555556,0,0.0
square__okhttp,Emu_Community,2021-04-25T15:54:19+01:00,2025-08-10T23:59:59+00:00,1568.3789351851851,0,0.0
square__papa,Emu_Community,2021-09-17T15:18:06-07:00,2025-08-10T23:59:59+00:00,1423.0707523148149,0,0.0
square__wire,Emu_Community,2024-03-28T09:37:27-04:00,2025-08-10T23:59:59+00:00,500.4323148148148,0,0.0
StefanIlchev__ElementumService,Emu_Community,2024-09-22T17:20:03+03:00,2025-08-10T23:59:59+00:00,322.40273148148145,0,0.0
streetwriters__notesnook,Emu_Custom,2021-08-07T11:26:21+05:00,2024-11-11T19:25:56+05:00,1192.3330439814815,0,0.0
streetwriters__notesnook,Emu_Community,2024-11-11T19:25:56+05:00,2025-08-10T23:59:59+00:00,272.3986458333333,0,0.0
Stuart-campbell__RushOrm,Emu_Custom,2016-06-28T19:35:41+01:00,2025-08-10T23:59:59+00:00,3330.2252083333333,0,0.0
SwissCovid__swisscovid-app-android,Emu_Community,2020-06-14T19:16:44+02:00,2025-08-10T23:59:59+00:00,1883.2800347222221,0,0.0
synonymdev__bitkit,Emu_Community,2024-06-17T18:34:08+01:00,2025-08-10T23:59:59+00:00,419.2679513888889,0,0.0
syrjs__core,Emu_Custom,2017-12-29T16:05:30-08:00,2025-08-10T23:59:59+00:00,2780.9961689814813,0,0.0
t895__DNSNet,Emu_Community,2025-03-18T16:34:26-04:00,2025-08-10T23:59:59+00:00,145.14274305555554,0,0.0
takahirom__PreLollipopTransition,Emu_Custom,2015-10-03T23:45:54+09:00,2025-08-10T23:59:59+00:00,3599.384780092593,0,0.0
talenguyen__PrettyBundle,Emu_Custom,2015-02-25T10:36:10+07:00,2025-08-10T23:59:59+00:00,3819.8498726851853,0,0.0
tasks__tasks,Emu_Custom,2013-10-16T18:48:56-05:00,2021-01-20T15:49:04-06:00,2652.9167592592594,0,0.0
tasks__tasks,Emu_Community,2021-01-20T15:49:04-06:00,2024-03-13T23:52:33-05:00,1148.2940856481482,0,0.0
tasks__tasks,GMD,2024-03-13T23:52:33-05:00,2024-03-16T11:35:44-05:00,2.4883217592592595,0,0.0
tasks__tasks,Emu_Community,2024-03-16T11:35:44-05:00,2024-04-21T01:18:26-05:00,35.57131944444444,0,0.0
tasks__tasks,GMD,2024-03-16T11:35:44-05:00,2024-04-21T01:18:26-05:00,35.57131944444444,0,0.0
tasks__tasks,Emu_Community,2024-04-21T01:18:26-05:00,2024-04-21T01:21:20-05:00,0.002013888888888889,0,0.0
tasks__tasks,Emu_Community,2024-04-21T01:21:20-05:00,2025-08-10T23:59:59+00:00,476.7351736111111,0,0.0
tasks__tasks,GMD,2024-04-21T01:21:20-05:00,2025-08-10T23:59:59+00:00,476.7351736111111,0,0.0
TeamAmaze__AmazeFileManager,Emu_Community,2022-01-30T16:09:48-03:00,2025-08-10T23:59:59+00:00,1288.2015162037037,0,0.0
TeamNewPipe__NewPipe,Emu_Custom,2015-12-01T21:31:10+01:00,2021-03-29T10:18:12+02:00,1944.4909953703705,0,0.0
TeamNewPipe__NewPipe,Emu_Community,2021-03-29T10:18:12+02:00,2025-08-10T23:59:59+00:00,1595.6540162037038,0,0.0
TechbeeAT__jtxBoard,Emu_Custom,2021-06-07T21:13:16+00:00,2023-01-10T23:08:32+01:00,582.0383796296296,0,0.0
TechbeeAT__jtxBoard,Emu_Custom,2023-01-10T23:08:32+01:00,2023-06-13T10:43:48+02:00,153.44115740740742,0,0.0
TechbeeAT__jtxBoard,GMD,2023-01-10T23:08:32+01:00,2023-06-13T10:43:48+02:00,153.44115740740742,0,0.0
TechbeeAT__jtxBoard,Emu_Community,2023-06-13T10:43:48+02:00,2023-12-09T12:47:29+01:00,179.12755787037037,0,0.0
TechbeeAT__jtxBoard,GMD,2023-06-13T10:43:48+02:00,2023-12-09T12:47:29+01:00,179.12755787037037,0,0.0
TechbeeAT__jtxBoard,Emu_Custom,2023-12-09T12:47:29+01:00,2023-12-11T22:54:53+01:00,2.4218055555555558,0,0.0
TechbeeAT__jtxBoard,GMD,2023-12-09T12:47:29+01:00,2023-12-11T22:54:53+01:00,2.4218055555555558,0,0.0
TechbeeAT__jtxBoard,Emu_Community,2023-12-11T22:54:53+01:00,2024-05-31T22:37:40+02:00,171.9463773148148,0,0.0
TechbeeAT__jtxBoard,GMD,2023-12-11T22:54:53+01:00,2024-05-31T22:37:40+02:00,171.9463773148148,0,0.0
TechbeeAT__jtxBoard,Emu_Community,2024-05-31T22:37:40+02:00,2024-06-02T08:50:45+02:00,1.4257523148148148,0,0.0
TechbeeAT__jtxBoard,Emu_Community,2024-06-02T08:50:45+02:00,2024-06-05T22:02:19+02:00,3.549699074074074,0,0.0
TechbeeAT__jtxBoard,GMD,2024-06-02T08:50:45+02:00,2024-06-05T22:02:19+02:00,3.549699074074074,0,0.0
TechbeeAT__jtxBoard,Emu_Community,2024-06-05T22:02:19+02:00,2025-08-10T23:59:59+00:00,431.1650462962963,0,0.0
tfcporciuncula__flow-preferences,Emu_Community,2020-01-04T16:24:11+01:00,2025-08-10T23:59:59+00:00,2045.3581944444445,0,0.0
tfcporciuncula__phonemoji,Emu_Community,2020-08-14T16:29:32+02:00,2025-08-10T23:59:59+00:00,1822.3961458333333,0,0.0
TharunBalaji2004__android-ci-cd,Emu_Community,2023-06-27T14:34:59+05:30,2025-08-10T23:59:59+00:00,775.6215277777778,0,0.0
thevindu-w__clip_share_client,Emu_Community,2024-03-02T21:54:51+05:30,2025-08-10T23:59:59+00:00,526.3160648148148,0,0.0
thiagokimo__Faker,Emu_Custom,2015-08-26T01:30:16+01:00,2025-08-10T23:59:59+00:00,3637.978969907407,0,0.0
ThibaultBee__srtdroid,Emu_Community,2022-06-19T16:06:05+02:00,2025-08-10T23:59:59+00:00,1148.4124305555556,0,0.0
thunderbiscuit__padawan-wallet,Emu_Community,2022-04-08T09:28:30-04:00,2025-08-10T23:59:59+00:00,1220.4385300925926,0,0.0
thyrlian__AwesomeValidation,Emu_Custom,2015-03-04T22:03:56+01:00,2020-08-31T21:44:13+02:00,2006.9446412037037,0,0.0
thyrlian__AwesomeValidation,Emu_Community,2020-08-31T21:44:13+02:00,2025-08-10T23:59:59+00:00,1805.1776157407407,0,0.0
Tommy-Geenexus__exif-eraser,Emu_Community,2021-01-04T10:57:56+01:00,2025-08-10T23:59:59+00:00,1679.5847569444445,0,0.0
TomRoush__PdfBox-Android,Emu_Custom,2017-04-20T18:48:44-05:00,2021-07-05T12:55:16-05:00,1536.754537037037,0,0.0
TomRoush__PdfBox-Android,Emu_Community,2021-07-05T12:55:16-05:00,2025-08-10T23:59:59+00:00,1497.253275462963,0,0.0
tonilopezmr__Game-of-Thrones,Emu_Custom,2016-05-14T18:57:58+02:00,2025-08-10T23:59:59+00:00,3375.2930671296294,0,0.0
tripadvisor__android-clockseekbar,Emu_Custom,2014-08-04T16:21:23-04:00,2025-08-10T23:59:59+00:00,4024.1518055555557,0,0.0
trynoice__android-app,Emu_Custom,2020-03-07T00:48:01+05:30,2020-05-29T23:51:23+05:30,83.9606712962963,0,0.0
trynoice__android-app,Emu_Community,2020-05-29T23:51:23+05:30,2025-08-10T23:59:59+00:00,1899.235138888889,0,0.0
TUBB__CalendarSelector,Emu_Custom,2016-07-21T15:06:54+08:00,2025-08-10T23:59:59+00:00,3307.7035300925927,0,0.0
TwidereProject__TwidereX-Android,Emu_Community,2021-05-14T18:05:59+08:00,2025-08-10T23:59:59+00:00,1549.5791666666667,0,0.0
twilio__twilio-voice-react-native,Emu_Community,2024-02-07T12:46:19-08:00,2025-08-10T23:59:59+00:00,550.1344907407407,0,0.0
twireapp__Twire,Emu_Community,2022-02-24T17:21:30-05:00,2025-08-10T23:59:59+00:00,1263.0683912037036,0,0.0
uber__simple-store,Emu_Community,2020-06-10T14:55:17-07:00,2025-08-10T23:59:59+00:00,1887.0865972222223,0,0.0
UriahShaulMandel__BaldPhone,Emu_Custom,2019-06-23T17:59:03+03:00,2020-01-04T13:30:15+02:00,194.855,0,0.0
UriahShaulMandel__BaldPhone,Emu_Community,2020-01-04T13:30:15+02:00,2020-01-04T13:35:15+02:00,0.003472222222222222,0,0.0
UriahShaulMandel__BaldPhone,Emu_Custom,2020-01-04T13:35:15+02:00,2021-06-14T14:26:52+03:00,526.9941782407408,0,0.0
UriahShaulMandel__BaldPhone,Emu_Community,2021-06-14T14:26:52+03:00,2021-06-14T15:12:03+03:00,0.031377314814814816,0,0.0
UriahShaulMandel__BaldPhone,Emu_Custom,2021-06-14T15:12:03+03:00,2021-06-14T15:47:22+03:00,0.024525462962962964,0,0.0
UriahShaulMandel__BaldPhone,Emu_Community,2021-06-14T15:47:22+03:00,2021-06-14T18:22:22+03:00,0.1076388888888889,0,0.0
UriahShaulMandel__BaldPhone,Emu_Custom,2021-06-14T18:22:22+03:00,2025-08-10T23:59:59+00:00,1518.3594560185186,0,0.0
v2er-app__Android,Emu_Community,2025-07-09T01:19:53+08:00,2025-08-10T23:59:59+00:00,33.27784722222222,0,0.0
ValentinFunk__BrainPhaser,Emu_Custom,2016-06-29T11:51:39+02:00,2025-08-10T23:59:59+00:00,3329.5891203703704,0,0.0
ValterKasper__space-app,GMD,2022-05-29T15:49:54+02:00,2025-08-10T23:59:59+00:00,1169.4236689814816,0,0.0
vgaidarji__ci-matters,Emu_Custom,2016-11-19T12:48:53+02:00,2020-05-09T14:19:34+03:00,1267.0213078703703,0,0.0
vgaidarji__ci-matters,Emu_Community,2020-05-09T14:19:34+03:00,2025-08-10T23:59:59+00:00,1919.5280671296296,0,0.0
VictorAlbertos__BreadcrumbsView,Emu_Custom,2016-10-07T15:02:19+02:00,2025-08-10T23:59:59+00:00,3229.456712962963,0,0.0
VictorAlbertos__SwipeCoordinator,Emu_Custom,2016-10-22T14:16:55+02:00,2025-08-10T23:59:59+00:00,3214.488240740741,0,0.0
vitaviva__compose-weather,Emu_Community,2021-03-18T19:43:57+08:00,2025-08-10T23:59:59+00:00,1606.5111342592593,0,0.0
vitaviva__CountdownTimer,Emu_Community,2021-03-05T11:02:14+08:00,2025-08-10T23:59:59+00:00,1619.8734375,0,0.0
vmiklos__plees-tracker,Emu_Custom,2019-12-28T09:17:01+01:00,2020-11-20T19:50:55+01:00,328.4402083333333,0,0.0
vmiklos__plees-tracker,Emu_Community,2020-11-20T19:50:55+01:00,2025-08-10T23:59:59+00:00,1724.2146296296296,0,0.0
voghDev__PdfViewPager,Emu_Custom,2016-10-25T19:07:46+02:00,2025-08-10T23:59:59+00:00,3211.286261574074,0,0.0
VREMSoftwareDevelopment__WiFiAnalyzer,ThirdParty,2025-03-31T22:19:20-04:00,2025-04-01T07:17:46-04:00,0.373912037037037,0,0.0
VREMSoftwareDevelopment__WiFiAnalyzer,Emu_Community,2025-04-01T07:17:46-04:00,2025-04-01T08:11:15-04:00,0.037141203703703704,0,0.0
VREMSoftwareDevelopment__WiFiAnalyzer,ThirdParty,2025-04-01T07:17:46-04:00,2025-04-01T08:11:15-04:00,0.037141203703703704,0,0.0
VREMSoftwareDevelopment__WiFiAnalyzer,ThirdParty,2025-04-01T08:11:15-04:00,2025-08-10T23:59:59+00:00,131.49217592592592,0,0.0
wajahatkarim3__Imagine,Emu_Community,2021-03-15T01:29:25+05:00,2025-08-10T23:59:59+00:00,1610.146226851852,0,0.0
WangJie0822__Cashbook,Emu_Community,2023-11-08T11:14:07+08:00,2023-12-22T10:34:40+08:00,43.97260416666666,0,0.0
WangJie0822__Cashbook,Emu_Community,2023-12-22T10:34:40+08:00,2023-12-22T17:31:05+08:00,0.2891782407407407,0,0.0
WangJie0822__Cashbook,GMD,2023-12-22T10:34:40+08:00,2023-12-22T17:31:05+08:00,0.2891782407407407,0,0.0
WangJie0822__Cashbook,Emu_Community,2023-12-22T17:31:05+08:00,2025-08-10T23:59:59+00:00,597.6034027777778,0,0.0
wikimedia__apps-android-wikipedia,Emu_Community,2021-03-17T13:16:35-04:00,2025-08-10T23:59:59+00:00,1607.2801388888888,0,0.0
willowtreeapps__vocable-android,Emu_Custom,2020-04-20T15:20:52-04:00,2022-05-05T13:46:36-04:00,744.934537037037,0,0.0
willowtreeapps__vocable-android,Emu_Community,2022-05-05T13:46:36-04:00,2023-08-23T18:29:54-04:00,475.19673611111114,0,0.0
willowtreeapps__vocable-android,Emu_Custom,2023-08-23T18:29:54-04:00,2023-08-30T16:21:00-04:00,6.910486111111111,0,0.0
willowtreeapps__vocable-android,Emu_Community,2023-08-30T16:21:00-04:00,2024-01-10T12:13:38-05:00,132.86988425925927,0,0.0
willowtreeapps__vocable-android,Emu_Custom,2024-01-10T12:13:38-05:00,2024-04-03T11:57:59-04:00,83.94746527777778,0,0.0
willowtreeapps__vocable-android,ThirdParty,2024-04-03T11:57:59-04:00,2025-08-10T23:59:59+00:00,494.33472222222224,0,0.0
woxingxiao__FillBlankView,Emu_Custom,2016-01-22T10:27:13+08:00,2025-08-10T23:59:59+00:00,3488.8977546296296,0,0.0
xebia-functional__appsly-android-rest,Emu_Custom,2013-12-28T23:45:09+01:00,2025-08-10T23:59:59+00:00,4243.0519675925925,0,0.0
XRPL-Labs__Xaman-App,Emu_Community,2024-04-08T16:53:58+02:00,2025-08-10T23:59:59+00:00,489.3791782407407,0,0.0
XuDaojie__MultiStateView,Emu_Custom,2016-11-04T11:08:59+08:00,2025-08-10T23:59:59+00:00,3201.86875,0,0.0
xurxodev__Movies-Kotlin-Kata,Emu_Custom,2017-05-28T13:43:58+02:00,2025-08-10T23:59:59+00:00,2996.511122685185,0,0.0
y-polek__TransmissionRemote,Emu_Community,2023-01-01T22:57:50+02:00,2023-03-05T10:05:27+02:00,62.463622685185186,0,0.0
y-polek__TransmissionRemote,ThirdParty,2023-03-05T10:05:27+02:00,2025-08-10T23:59:59+00:00,889.6628703703703,0,0.0
yeungeek__monkey-android,Emu_Custom,2016-04-20T12:12:42+08:00,2025-08-10T23:59:59+00:00,3399.8245023148147,0,0.0
yogeshpaliyal__KeyPass,Emu_Community,2025-03-31T17:16:20+05:30,2025-08-10T23:59:59+00:00,132.50947916666667,0,0.0
yuriykulikov__AlarmClock,Emu_Custom,2017-06-26T00:13:06+02:00,2021-04-11T23:41:01+02:00,1385.9777199074074,0,0.0
yuriykulikov__AlarmClock,Emu_Community,2021-04-11T23:41:01+02:00,2025-08-10T23:59:59+00:00,1582.0965046296296,0,0.0
zeref278__flutter_boilerplate,Emu_Community,2023-05-25T03:17:29+07:00,2025-08-10T23:59:59+00:00,809.1545138888889,0,0.0
zimly__zimly-backup,Emu_Community,2024-05-18T20:07:09+02:00,2025-08-10T23:59:59+00:00,449.24502314814816,0,0.0
zkmopro__mopro,Emu_Community,2025-03-06T01:35:09+08:00,2025-08-10T23:59:59+00:00,158.26724537037038,0,0.0
zoff99__ToxAndroidRefImpl,Emu_Custom,2017-04-29T13:57:39+02:00,2020-12-20T17:43:54+01:00,1331.1987847222222,0,0.0
zoff99__ToxAndroidRefImpl,Emu_Community,2020-12-20T17:43:54+01:00,2025-08-10T23:59:59+00:00,1694.3028356481482,0,0.0
zsoltk__GameOfLife,Emu_Custom,2015-03-16T23:00:04+01:00,2025-08-10T23:59:59+00:00,3800.083275462963,0,0.0
