repo,style,start,end,duration_days,changes,changes_per_100d
isar__isar,ThirdParty,2024-05-19T20:39:51+02:00,2025-08-10T23:59:59+00:00,448.2223148148148,0,0.0
ivnsch__rust_android_ios,Emu_Community,2021-01-02T18:15:53+01:00,2025-08-10T23:59:59+00:00,1681.280625,0,0.0
izderadicka__audioserve-android,Emu_Custom,2018-04-23T09:34:36+02:00,2025-08-10T23:59:59+00:00,2666.6842939814815,0,0.0
JackEblan__Geto,Emu_Community,2024-01-01T21:03:26+08:00,2025-08-10T23:59:59+00:00,587.4559375,0,0.0
JakeWharton__RxBinding,Emu_Custom,2015-04-29T00:54:30-04:00,2020-05-21T17:41:22+10:00,1849.1158796296297,0,0.0
JakeWharton__RxBinding,Emu_Community,2020-05-21T17:41:22+10:00,2025-08-10T23:59:59+00:00,1907.6795949074074,0,0.0
jameshnsears__QuoteUnquote,Emu_Community,2021-03-26T20:37:39+02:00,2025-08-10T23:59:59+00:00,1598.2238425925925,0,0.0
jaredsburrows__android-gif-search,Emu_Custom,2016-09-25T16:21:58-07:00,2020-11-16T19:10:01-05:00,1513.0333680555555,0,0.0
jaredsburrows__android-gif-search,Emu_Community,2020-11-16T19:10:01-05:00,2025-08-10T23:59:59+00:00,1727.9930324074073,0,0.0
javiersantos__PiracyChecker,Emu_Custom,2018-01-13T18:33:53+01:00,2025-08-10T23:59:59+00:00,2766.268125,0,0.0
jerryOkafor__TimeLineView,Emu_Custom,2018-01-05T14:56:57+01:00,2025-08-10T23:59:59+00:00,2774.4187731481484,0,0.0
jerson__flutter-openpgp,Emu_Community,2021-12-04T20:48:14-05:00,2025-08-10T23:59:59+00:00,1344.924826388889,0,0.0
jerson__flutter-rsa,Emu_Community,2021-12-04T19:59:36-05:00,2025-08-10T23:59:59+00:00,1344.9585995370371,0,0.0
jeziellago__Linkt,Emu_Community,2021-02-01T23:24:51-03:00,2025-08-10T23:59:59+00:00,1650.899398148148,0,0.0
jianjunxiao__NiceVieoPlayer,Emu_Custom,2017-07-12T10:39:10+08:00,2025-08-10T23:59:59+00:00,2951.8894560185186,0,0.0
jimmod__ShareToComputer,Emu_Custom,2019-07-15T13:15:55-04:00,2025-08-10T23:59:59+00:00,2218.2806018518518,0,0.0
JimmyDaddy__react-native-image-marker,Emu_Community,2023-11-29T14:08:12+08:00,2025-08-10T23:59:59+00:00,620.7442939814815,0,0.0
joreilly__PeopleInSpace,Emu_Community,2021-07-10T12:59:27+01:00,2022-09-17T13:24:41+01:00,434.01752314814814,0,0.0
joreilly__PeopleInSpace,Emu_Community,2022-09-17T13:24:41+01:00,2023-05-21T18:44:14+01:00,246.22190972222222,0,0.0
joreilly__PeopleInSpace,GMD,2022-09-17T13:24:41+01:00,2023-05-21T18:44:14+01:00,246.22190972222222,0,0.0
joreilly__PeopleInSpace,Emu_Community,2023-05-21T18:44:14+01:00,2023-05-27T20:42:34+01:00,6.082175925925926,0,0.0
joreilly__PeopleInSpace,Emu_Community,2023-05-27T20:42:34+01:00,2025-08-10T23:59:59+00:00,806.1787615740741,0,0.0
joreilly__PeopleInSpace,GMD,2023-05-27T20:42:34+01:00,2025-08-10T23:59:59+00:00,806.1787615740741,0,0.0
joreilly__StarWars,Emu_Community,2021-12-31T20:30:32+00:00,2025-08-10T23:59:59+00:00,1318.145451388889,0,0.0
juancastillo0__wasm_run,Emu_Community,2023-04-23T12:30:39-05:00,2025-08-10T23:59:59+00:00,840.2703703703704,0,0.0
jungilhan__awesome-blogs-android,Emu_Custom,2017-02-28T00:36:43+09:00,2025-08-10T23:59:59+00:00,3086.3494907407407,0,0.0
kakajika__SwipeAwayDialog,Emu_Custom,2016-05-15T10:32:52+09:00,2025-08-10T23:59:59+00:00,3374.935497685185,0,0.0
karonl__InDoorSurfaceView,Emu_Custom,2016-08-28T21:56:08+08:00,2025-08-10T23:59:59+00:00,3269.419340277778,0,0.0
KaustubhPatange__navigator,Emu_Community,2021-05-11T14:07:21+05:30,2025-08-10T23:59:59+00:00,1552.6407175925926,0,0.0
kebernet__shortyz,Emu_Custom,2017-01-08T21:40:50-05:00,2025-08-10T23:59:59+00:00,3135.888298611111,0,0.0
kickstarter__android-oss,Emu_Custom,2021-07-27T11:50:24-07:00,2021-07-30T13:05:56-07:00,3.0524537037037036,0,0.0
kickstarter__android-oss,Emu_Community,2021-07-30T13:05:56-07:00,2025-08-10T23:59:59+00:00,1472.1625347222223,0,0.0
kost__NetworkMapper,Emu_Custom,2016-08-27T22:31:06+02:00,2025-08-10T23:59:59+00:00,3270.1450578703702,0,0.0
krzdabrowski__android-starter-2022,Emu_Community,2022-10-03T19:30:07+02:00,2025-08-10T23:59:59+00:00,1042.2707407407408,0,0.0
ksoichiro__Android-ObservableScrollView,Emu_Custom,2014-11-09T00:16:43+09:00,2025-08-10T23:59:59+00:00,3928.3633796296294,0,0.0
ksoichiro__AndroidFormEnhancer,Emu_Custom,2014-03-09T20:15:00+09:00,2025-08-10T23:59:59+00:00,4172.531238425926,0,0.0
ksoichiro__SimpleAlertDialog-for-Android,Emu_Custom,2014-03-08T23:35:30+09:00,2025-08-10T23:59:59+00:00,4173.392002314815,0,0.0
kylecorry31__Trail-Sense,Emu_Community,2024-07-21T06:45:31-04:00,2025-08-10T23:59:59+00:00,385.55171296296294,0,0.0
labexp__osmtracker-android,Emu_Custom,2016-01-05T23:34:16+11:00,2024-11-26T22:35:51+01:00,3248.376099537037,0,0.0
labexp__osmtracker-android,Emu_Community,2024-11-26T22:35:51+01:00,2024-11-28T14:41:24+01:00,1.6705208333333332,0,0.0
labexp__osmtracker-android,Emu_Custom,2024-11-28T14:41:24+01:00,2024-11-28T14:48:36+01:00,0.005,0,0.0
labexp__osmtracker-android,Emu_Community,2024-11-28T14:48:36+01:00,2025-08-10T23:59:59+00:00,255.42457175925927,0,0.0
lcdsmao__JetTheme,Emu_Community,2020-11-15T21:10:02+09:00,2025-08-10T23:59:59+00:00,1729.4930208333333,0,0.0
leandroBorgesFerreira__LoadingButtonAndroid,Emu_Custom,2019-01-13T02:16:32-06:00,2025-08-10T23:59:59+00:00,2401.655173611111,0,0.0
LedgerHQ__ledger-live,Emu_Custom,2020-01-13T20:34:01+01:00,2022-12-01T18:03:06+01:00,1052.8951967592593,0,0.0
LedgerHQ__ledger-live,Emu_Community,2022-12-01T18:03:06+01:00,2025-08-10T23:59:59+00:00,983.2895023148149,0,0.0
letelete__sleep-cycle-alarm,Emu_Custom,2018-09-23T12:01:15+02:00,2025-08-10T23:59:59+00:00,2513.582453703704,0,0.0
liangpengfei__LoadingPopPoint,Emu_Custom,2016-02-04T16:30:01+08:00,2025-08-10T23:59:59+00:00,3475.6458101851854,0,0.0
ligi__PassAndroid,Emu_Custom,2014-08-12T21:45:07+02:00,2024-09-26T23:32:38+02:00,3698.074664351852,0,0.0
ligi__PassAndroid,Emu_Community,2024-09-26T23:32:38+02:00,2025-08-10T23:59:59+00:00,318.1023263888889,0,0.0
ligi__SurvivalManual,Emu_Community,2024-02-14T23:22:21+01:00,2025-08-10T23:59:59+00:00,543.0678009259259,0,0.0
liihuu__KLineChartAndroid,Emu_Custom,2019-12-16T20:13:00+08:00,2025-08-10T23:59:59+00:00,2064.4909606481483,0,0.0
linroid__Pexels,GMD,2024-03-31T17:12:19+08:00,2025-08-10T23:59:59+00:00,497.6164351851852,0,0.0
livefront__bridge,Emu_Custom,2020-03-07T11:58:08-06:00,2023-01-12T08:57:31-06:00,1040.8745717592592,0,0.0
livefront__bridge,Emu_Community,2023-01-12T08:57:31-06:00,2025-08-10T23:59:59+00:00,941.376712962963,0,0.0
lolo-io__OneList,Emu_Community,2024-05-20T13:43:15+02:00,2025-08-10T23:59:59+00:00,447.5116203703704,0,0.0
lopspower__PokeCardCompose,Emu_Community,2022-08-17T14:17:37+02:00,2025-08-10T23:59:59+00:00,1089.4877546296295,0,0.0
MackHartley__RoundedProgressBar,Emu_Community,2021-03-25T17:43:27-05:00,2025-08-10T23:59:59+00:00,1599.0531481481482,0,0.0
maksim-m__Popular-Movies-App,Emu_Custom,2016-04-10T00:26:51+02:00,2025-08-10T23:59:59+00:00,3410.0646759259257,0,0.0
mapbox__store-locator-android,ThirdParty,2017-10-10T14:28:45-07:00,2025-08-10T23:59:59+00:00,2861.105023148148,0,0.0
MarcinMoskala__PreferenceHolder,Emu_Custom,2017-02-14T09:23:26+01:00,2025-08-10T23:59:59+00:00,3099.6503819444442,0,0.0
massivedisaster__ADAL,Emu_Custom,2017-05-22T19:36:58+01:00,2025-08-10T23:59:59+00:00,3002.2243171296295,0,0.0
mathisdt__trackworktime,Emu_Community,2022-09-04T21:27:02+02:00,2025-08-10T23:59:59+00:00,1071.1895486111111,0,0.0
maxkeppeler__sheets-compose-dialogs,Emu_Community,2022-10-23T10:49:21+02:00,2025-08-10T23:59:59+00:00,1022.6323842592593,0,0.0
maxpower47__PinDroid,Emu_Custom,2016-04-29T23:32:02+03:00,2025-08-10T23:59:59+00:00,3390.144409722222,0,0.0
medic__cht-gateway,Emu_Custom,2016-04-21T17:04:25+02:00,2021-12-07T10:02:21+01:00,2055.748564814815,0,0.0
medic__cht-gateway,Emu_Community,2021-12-07T10:02:21+01:00,2025-08-10T23:59:59+00:00,1342.6233564814816,0,0.0
MichaelEvans__Aftermath,Emu_Custom,2015-07-30T22:45:34-04:00,2025-08-10T23:59:59+00:00,3663.8850115740743,0,0.0
michaeltroger__pdfwallet-android,Emu_Community,2023-04-27T07:48:21+02:00,2025-08-10T23:59:59+00:00,836.7580787037037,0,0.0
michelelacorte__AndroidAppShortcuts,Emu_Custom,2017-01-23T16:50:06+01:00,2025-08-10T23:59:59+00:00,3121.3401967592595,0,0.0
microservicer__flutter-pipelines,Emu_Community,2023-08-04T16:26:08+02:00,2025-08-10T23:59:59+00:00,737.3985069444444,0,0.0
miguelhincapie__CustomBottomSheetBehavior,Emu_Custom,2018-04-04T13:48:20-05:00,2025-08-10T23:59:59+00:00,2685.216423611111,0,0.0
MikeOrtiz__TouchImageView,Emu_Custom,2018-09-26T22:04:48+02:00,2020-03-01T09:35:43+01:00,521.5214699074074,0,0.0
MikeOrtiz__TouchImageView,Emu_Community,2020-03-01T09:35:43+01:00,2025-08-10T23:59:59+00:00,1988.641851851852,0,0.0
MiSikora__laboratory,Emu_Community,2020-10-14T19:33:45+02:00,2025-08-10T23:59:59+00:00,1761.2682175925927,0,0.0
mjaakko__NeoStumbler,Emu_Community,2024-09-01T21:29:15+03:00,2025-08-10T23:59:59+00:00,343.2296759259259,0,0.0
mlcommons__mobile_app_open,ThirdParty,2021-11-19T09:23:20+07:00,2025-08-10T23:59:59+00:00,1360.900451388889,0,0.0
moezbhatti__qksms,Emu_Custom,2018-01-05T22:16:09-05:00,2025-08-10T23:59:59+00:00,2773.863773148148,0,0.0
MostafaGazar__soas,Emu_Custom,2014-12-29T23:40:46+02:00,2025-08-10T23:59:59+00:00,3877.096678240741,0,0.0
mshdabiola__NotePad,Emu_Community,2023-01-22T16:00:56+01:00,2025-08-10T23:59:59+00:00,931.3743402777778,0,0.0
n8ebel__GitHubActionsAutomationSandbox,Emu_Community,2020-09-24T04:15:39-07:00,2025-08-10T23:59:59+00:00,1781.530787037037,0,0.0
Nailik__rhasspy_mobile,Emu_Community,2022-06-06T17:46:41+02:00,2025-08-10T23:59:59+00:00,1161.3425694444445,0,0.0
nanihadesuka__NovelDokusha,Emu_Community,2024-04-12T20:45:54+02:00,2025-08-10T23:59:59+00:00,485.21811342592594,0,0.0
natario1__GIFCompressor,Emu_Community,2019-12-23T13:03:22+01:00,2025-08-10T23:59:59+00:00,2057.497650462963,0,0.0
natsuk4ze__gal,Emu_Community,2023-06-11T19:12:29+09:00,2025-07-20T00:28:32+09:00,769.2194791666667,0,0.0
natsuk4ze__gal,Emu_Custom,2025-07-20T00:28:32+09:00,2025-07-20T12:19:40+09:00,0.4938425925925926,0,0.0
natsuk4ze__gal,Emu_Community,2025-07-20T12:19:40+09:00,2025-07-20T04:26:04+00:00,0.04611111111111111,0,0.0
natsuk4ze__gal,Emu_Custom,2025-07-20T04:26:04+00:00,2025-07-20T13:27:28+09:00,0.0009722222222222222,0,0.0
natsuk4ze__gal,Emu_Community,2025-07-20T13:27:28+09:00,2025-07-20T04:46:47+00:00,0.013414351851851853,0,0.0
natsuk4ze__gal,Emu_Custom,2025-07-20T04:46:47+00:00,2025-07-20T14:03:47+09:00,0.011805555555555555,0,0.0
natsuk4ze__gal,Emu_Community,2025-07-20T14:03:47+09:00,2025-07-20T07:06:47+00:00,0.08541666666666667,0,0.0
natsuk4ze__gal,Emu_Custom,2025-07-20T07:06:47+00:00,2025-07-20T19:08:29+09:00,0.12618055555555555,0,0.0
natsuk4ze__gal,Emu_Community,2025-07-20T19:08:29+09:00,2025-07-20T19:51:16+09:00,0.02971064814814815,0,0.0
natsuk4ze__gal,Emu_Custom,2025-07-20T19:51:16+09:00,2025-07-20T22:22:04+09:00,0.10472222222222222,0,0.0
natsuk4ze__gal,Emu_Community,2025-07-20T22:22:04+09:00,2025-08-10T23:59:59+00:00,21.442997685185187,0,0.0
nextcloud__android,Emu_Custom,2014-01-21T17:16:57+01:00,2020-11-18T09:57:01+01:00,2492.6944907407405,0,0.0
nextcloud__android,Emu_Community,2020-11-18T09:57:01+01:00,2023-10-17T08:50:19+02:00,1062.9120138888889,1,0.09408116447393308
nextcloud__android,Emu_Custom,2023-10-17T08:50:19+02:00,2023-10-18T03:40:19+02:00,0.7847222222222222,0,0.0
nextcloud__android,Emu_Community,2023-10-18T03:40:19+02:00,2025-08-10T23:59:59+00:00,662.9303240740741,0,0.0
nhirokinet__bluelineconsole,Emu_Community,2021-10-20T03:17:54+09:00,2025-08-10T23:59:59+00:00,1391.2375578703704,0,0.0
NiciDieNase__chaosflix,Emu_Custom,2017-03-25T22:13:39+01:00,2025-08-10T23:59:59+00:00,3060.1155092592594,0,0.0
nightscout__AndroidAPS,Emu_Community,2023-10-14T23:27:56+02:00,2024-01-22T12:06:00+01:00,99.56810185185185,0,0.0
nightscout__AndroidAPS,Emu_Custom,2024-01-22T12:06:00+01:00,2024-03-11T21:13:31+01:00,49.38021990740741,0,0.0
nightscout__AndroidAPS,Emu_Community,2024-03-11T21:13:31+01:00,2024-03-11T21:41:08+01:00,0.019178240740740742,0,0.0
nightscout__AndroidAPS,Emu_Custom,2024-03-11T21:41:08+01:00,2025-08-10T23:59:59+00:00,517.1380902777778,0,0.0
nkuppan__expensemanager,GMD,2022-09-15T21:01:28+05:30,2023-11-16T02:06:15+01:00,426.3991550925926,0,0.0
nkuppan__expensemanager,Emu_Community,2023-11-16T02:06:15+01:00,2023-11-16T21:44:09+01:00,0.8179861111111111,0,0.0
nkuppan__expensemanager,GMD,2023-11-16T02:06:15+01:00,2023-11-16T21:44:09+01:00,0.8179861111111111,0,0.0
nkuppan__expensemanager,GMD,2023-11-16T21:44:09+01:00,2025-08-10T23:59:59+00:00,633.1359953703703,0,0.0
nschnettler__Compose-Scrobbler,Emu_Community,2020-07-26T15:57:08+02:00,2025-08-10T23:59:59+00:00,1841.4186458333334,0,0.0
nukc__LoadMoreWrapper,Emu_Custom,2017-02-10T11:09:02+08:00,2025-08-10T23:59:59+00:00,3103.868715277778,0,0.0
nukc__StateView,Emu_Custom,2017-02-10T09:45:04+08:00,2025-08-10T23:59:59+00:00,3103.927025462963,0,0.0
NUmeroAndDev__MaterialGallery-android,Emu_Community,2022-06-18T17:51:05+09:00,2023-06-16T10:07:45+09:00,362.67824074074076,0,0.0
NUmeroAndDev__MaterialGallery-android,GMD,2023-06-16T10:07:45+09:00,2025-08-10T23:59:59+00:00,786.9529398148148,0,0.0
okanaydin__Android-Compose-Challenge,Emu_Community,2021-02-25T22:32:59+03:00,2025-08-10T23:59:59+00:00,1627.1854166666667,0,0.0
OlauncherCF__OlauncherCF,Emu_Community,2022-12-26T09:37:29+01:00,2025-08-10T23:59:59+00:00,958.640625,0,0.0
OneBusAway__onebusaway-android,Emu_Custom,2014-05-27T13:14:25-04:00,2021-06-16T14:46:52-04:00,2577.0642013888887,0,0.0
OneBusAway__onebusaway-android,Emu_Community,2021-06-16T14:46:52-04:00,2025-08-10T23:59:59+00:00,1516.2174421296297,0,0.0
ooni__probe-android,Emu_Custom,2019-01-08T17:22:48+13:00,2020-09-11T14:25:09+02:00,612.3349652777778,0,0.0
ooni__probe-android,Emu_Community,2020-09-11T14:25:09+02:00,2025-08-10T23:59:59+00:00,1794.4825231481482,0,0.0
opendocument-app__OpenDocument.droid,Emu_Community,2020-12-06T11:57:37+01:00,2025-08-10T23:59:59+00:00,1708.5433101851852,0,0.0
openhab__openhab-android,Emu_Custom,2018-01-05T14:13:59+01:00,2025-05-05T18:16:16+02:00,2677.126585648148,0,0.0
openhab__openhab-android,Emu_Community,2025-05-05T18:16:16+02:00,2025-08-10T23:59:59+00:00,97.32202546296297,0,0.0
openintents__shoppinglist,Emu_Custom,2014-06-16T13:25:16+02:00,2025-08-10T23:59:59+00:00,4073.5241087962963,0,0.0
openthread__ot-commissioner,Emu_Community,2020-12-07T10:14:17-08:00,2025-08-10T23:59:59+00:00,1707.2400694444445,0,0.0
OpenTracksApp__OpenTracks,Emu_Custom,2019-10-28T23:25:07+01:00,2020-02-03T23:27:19+01:00,98.00152777777778,0,0.0
OpenTracksApp__OpenTracks,Emu_Community,2020-02-03T23:27:19+01:00,2025-08-10T23:59:59+00:00,2015.0643518518518,0,0.0
OpnTec__bodyapps-android,Emu_Custom,2014-06-23T01:04:23+05:30,2025-08-10T23:59:59+00:00,4067.1844444444446,0,0.0
orgzly-revived__orgzly-android-revived,Emu_Community,2024-04-11T18:07:29+02:00,2025-08-10T23:59:59+00:00,486.328125,0,0.0
owntracks__android,Emu_Community,2020-05-25T18:44:08+01:00,2024-02-13T12:57:01+00:00,1358.800613425926,0,0.0
owntracks__android,Emu_Community,2024-02-13T12:57:01+00:00,2025-08-10T23:59:59+00:00,544.4603935185186,0,0.0
owntracks__android,GMD,2024-02-13T12:57:01+00:00,2025-08-10T23:59:59+00:00,544.4603935185186,0,0.0
oxygen-updater__oxygen-updater,Emu_Community,2024-02-17T17:18:08+05:30,2025-08-10T23:59:59+00:00,540.5082291666666,0,0.0
pachli__pachli-android,Emu_Community,2025-02-02T21:29:27+01:00,2025-08-10T23:59:59+00:00,189.1462037037037,0,0.0
passsy__spot,Emu_Community,2025-05-06T16:19:27+02:00,2025-08-10T23:59:59+00:00,96.40314814814815,0,0.0
PatilShreyas__NotyKT,Emu_Community,2025-06-14T23:49:45+05:30,2025-08-10T23:59:59+00:00,57.23627314814815,0,0.0
pauloaapereira__AndroidDevChallenge_Week4_JetWeatherfy,Emu_Community,2021-03-17T14:24:10+00:00,2025-08-10T23:59:59+00:00,1607.399872685185,0,0.0
persian-calendar__persian-calendar,Emu_Community,2021-05-11T01:35:24+04:30,2025-08-10T23:59:59+00:00,1553.1212384259259,0,0.0
Piasy__YaMvp,Emu_Custom,2016-09-20T00:09:21+08:00,2025-08-10T23:59:59+00:00,3247.3268287037035,0,0.0
pilgr__Paper,Emu_Custom,2015-07-03T20:56:57+03:00,2025-08-10T23:59:59+00:00,3691.2521064814814,0,0.0
posm__OpenMapKitAndroid,Emu_Custom,2016-08-10T14:46:45+03:00,2025-08-10T23:59:59+00:00,3287.509189814815,0,0.0
prisma__react-native-prisma,Emu_Community,2024-04-30T11:21:03+02:00,2025-08-10T23:59:59+00:00,467.6103703703704,0,0.0
privacybydesign__irmamobile,ThirdParty,2022-08-05T14:42:13+02:00,2025-08-10T23:59:59+00:00,1101.4706712962964,0,0.0
promeG__TinyPinyin,Emu_Custom,2017-02-05T11:13:44+08:00,2025-08-10T23:59:59+00:00,3108.8654513888887,0,0.0
PRosenb__AdbClipboard,Emu_Custom,2018-02-19T15:30:16+11:00,2025-08-10T23:59:59+00:00,2729.8123032407407,0,0.0
PureWriter__ToastCompat,Emu_Custom,2017-12-08T21:37:10+08:00,2025-08-10T23:59:59+00:00,2802.432511574074,0,0.0
rafsanjani__datepickertimeline,Emu_Community,2021-11-22T19:04:39+00:00,2025-08-10T23:59:59+00:00,1357.2050925925926,0,0.0
ragunathjawahar__android-saripaar,Emu_Custom,2015-03-01T21:18:37+05:30,2025-08-10T23:59:59+00:00,3815.341226851852,0,0.0
Rajawali__Rajawali,Emu_Custom,2016-08-27T20:21:29-07:00,2019-01-13T11:54:19-05:00,868.5644675925926,0,0.0
Rajawali__Rajawali,ThirdParty,2019-01-13T11:54:19-05:00,2020-03-03T08:31:46+01:00,414.6093402777778,0,0.0
Rajawali__Rajawali,Emu_Community,2020-03-03T08:31:46+01:00,2021-02-02T14:51:26+00:00,336.30532407407406,0,0.0
Rajawali__Rajawali,ThirdParty,2020-03-03T08:31:46+01:00,2021-02-02T14:51:26+00:00,336.30532407407406,0,0.0
Rajawali__Rajawali,ThirdParty,2021-02-02T14:51:26+00:00,2021-02-02T11:26:08-06:00,0.10743055555555556,1,930.8338720103427
Rajawali__Rajawali,Emu_Community,2021-02-02T11:26:08-06:00,2025-08-10T23:59:59+00:00,1650.2735069444445,0,0.0
Rajawali__Rajawali,ThirdParty,2021-02-02T11:26:08-06:00,2025-08-10T23:59:59+00:00,1650.2735069444445,0,0.0
RBusarow__Tangle,Emu_Community,2021-08-31T18:42:32+00:00,2025-08-10T23:59:59+00:00,1440.220451388889,0,0.0
ReactiveCircus__streamlined,Emu_Community,2020-03-30T22:46:44+11:00,2025-08-10T23:59:59+00:00,1959.5092013888889,0,0.0
readrops__Readrops,Emu_Custom,2020-03-20T22:36:52+01:00,2020-03-22T17:58:09+01:00,1.8064467592592592,0,0.0
readrops__Readrops,Emu_Community,2020-03-22T17:58:09+01:00,2020-03-22T18:21:33+01:00,0.01625,0,0.0
readrops__Readrops,Emu_Custom,2020-03-22T18:21:33+01:00,2020-03-22T18:22:37+01:00,0.0007407407407407407,0,0.0
readrops__Readrops,Emu_Community,2020-03-22T18:22:37+01:00,2025-08-10T23:59:59+00:00,1967.275949074074,0,0.0
realm__realm-kotlin,Emu_Custom,2020-09-23T15:45:37+02:00,2022-08-22T18:11:58+02:00,698.1016319444444,0,0.0
realm__realm-kotlin,Emu_Community,2022-08-22T18:11:58+02:00,2025-08-10T23:59:59+00:00,1084.325011574074,0,0.0
Redgram__redgram-for-reddit,Emu_Custom,2016-04-11T22:28:56-04:00,2025-08-10T23:59:59+00:00,3407.8965625,0,0.0
RedMadRobot__PINkman,Emu_Custom,2020-06-24T19:33:05+03:00,2020-07-08T13:08:47+03:00,13.733125,0,0.0
RedMadRobot__PINkman,Emu_Community,2020-07-08T13:08:47+03:00,2025-08-10T23:59:59+00:00,1859.5772222222222,0,0.0
rejasupotaro__Rebuild,Emu_Custom,2014-02-03T23:16:49+09:00,2025-08-10T23:59:59+00:00,4206.404976851852,0,0.0
renyuneyun__Easer,Emu_Custom,2017-10-27T12:52:44+01:00,2022-05-01T00:14:48+01:00,1646.4736574074075,0,0.0
renyuneyun__Easer,Emu_Community,2022-05-01T00:14:48+01:00,2025-08-10T23:59:59+00:00,1198.0313773148148,0,0.0
requery__requery,Emu_Custom,2016-02-20T21:37:45-08:00,2025-08-10T23:59:59+00:00,3458.7654398148147,0,0.0
riggaroo__adopt-me-compose,Emu_Community,2021-02-27T14:14:40+02:00,2025-08-10T23:59:59+00:00,1625.4898032407407,0,0.0
riggaroo__AndroidDatabaseUpgrades,Emu_Custom,2015-12-29T14:07:45+02:00,2025-08-10T23:59:59+00:00,3512.4946064814817,0,0.0
robolectric__robolectric,Emu_Community,2021-10-16T16:31:41+08:00,2021-10-16T17:32:11+08:00,0.04201388888888889,0,0.0
robolectric__robolectric,Emu_Community,2021-10-16T17:32:11+08:00,2022-06-12T14:43:56+08:00,238.88315972222222,0,0.0
robolectric__robolectric,GMD,2021-10-16T17:32:11+08:00,2022-06-12T14:43:56+08:00,238.88315972222222,0,0.0
robolectric__robolectric,Emu_Community,2022-06-12T14:43:56+08:00,2025-08-10T23:59:59+00:00,1155.7194791666666,0,0.0
RocketChat__Rocket.Chat.ReactNative,Emu_Custom,2021-04-05T17:34:53+05:30,2023-03-07T09:28:51-03:00,701.0166435185185,0,0.0
RocketChat__Rocket.Chat.ReactNative,Emu_Community,2023-03-07T09:28:51-03:00,2025-08-10T23:59:59+00:00,887.4799537037037,1,0.11267860145197854
ronaldsmartin__Material-ViewPagerIndicator,Emu_Custom,2016-10-13T10:05:44-07:00,2025-08-10T23:59:59+00:00,3223.287673611111,0,0.0
RoRoche__AndroidStarter,Emu_Custom,2016-10-11T14:01:25+02:00,2025-08-10T23:59:59+00:00,3225.49900462963,0,0.0
rosuH__EasyWatermark,GMD,2022-12-18T12:04:37+08:00,2025-08-10T23:59:59+00:00,966.8301157407408,0,0.0
rozPierog__Cofi,Emu_Community,2021-01-14T21:34:55+01:00,2025-08-10T23:59:59+00:00,1669.1424074074075,0,0.0
rtoshiro__FullscreenVideoView,Emu_Custom,2016-02-02T10:22:13-02:00,2025-08-10T23:59:59+00:00,3477.4845601851853,0,0.0
ruffle-rs__ruffle-android,GMD,2024-03-26T18:34:10+01:00,2024-03-26T18:34:10+01:00,0.0,0,0.0
ruffle-rs__ruffle-android,Emu_Community,2024-03-26T18:34:10+01:00,2025-08-10T23:59:59+00:00,502.26792824074073,0,0.0
sakusaku3939__DeepLAndroid,Emu_Community,2025-07-13T19:47:35+09:00,2025-08-10T23:59:59+00:00,28.55027777777778,0,0.0
salvadordeveloper__flutter-crypto-app,Emu_Community,2021-05-27T15:59:34-06:00,2025-08-10T23:59:59+00:00,1536.0836226851852,0,0.0
Samsung__escargot,Emu_Community,2023-01-27T16:45:25+09:00,2025-08-10T23:59:59+00:00,926.6767824074074,0,0.0
sangcomz__FishBun,Emu_Custom,2016-10-23T11:41:39+09:00,2020-12-06T23:26:12+09:00,1505.4892708333334,0,0.0
sangcomz__FishBun,Emu_Community,2020-12-06T23:26:12+09:00,2025-08-10T23:59:59+00:00,1708.398460648148,0,0.0
scribe-org__Scribe-Android,Emu_Community,2025-06-15T00:40:05+02:00,2025-08-10T23:59:59+00:00,57.05548611111111,0,0.0
SecUSo__privacy-friendly-notes,Emu_Community,2024-09-05T15:27:43+02:00,2025-08-10T23:59:59+00:00,339.4390740740741,0,0.0
SecUSo__privacy-friendly-pedometer,Emu_Community,2024-02-03T10:29:29+01:00,2025-08-10T23:59:59+00:00,554.6045138888888,0,0.0
SecUSo__privacy-friendly-todo-list,Emu_Community,2024-02-16T18:30:02+01:00,2025-08-10T23:59:59+00:00,541.2707986111111,0,0.0
seedvault-app__seedvault,Emu_Custom,2023-09-14T17:33:30+00:00,2023-10-09T00:01:26+05:30,24.04023148148148,0,0.0
seedvault-app__seedvault,Emu_Community,2023-10-09T00:01:26+05:30,2023-10-17T21:24:38-04:00,9.286944444444444,0,0.0
seedvault-app__seedvault,Emu_Custom,2023-10-17T21:24:38-04:00,2025-08-10T23:59:59+00:00,662.9412152777778,0,0.0
segler-alex__RadioDroid,Emu_Custom,2016-06-26T13:10:36+02:00,2020-06-28T12:14:56+02:00,1462.9613425925927,0,0.0
segler-alex__RadioDroid,Emu_Community,2020-06-28T12:14:56+02:00,2025-08-10T23:59:59+00:00,1869.572951388889,0,0.0
sellmair__kompass,Emu_Custom,2018-08-11T01:09:11+02:00,2025-08-10T23:59:59+00:00,2557.035277777778,0,0.0
servo__surfman,Emu_Community,2025-02-03T18:08:14+00:00,2025-08-10T23:59:59+00:00,188.24427083333333,0,0.0
SharezoneApp__sharezone-app,Emu_Community,2023-02-24T10:24:27+00:00,2023-07-01T15:11:11+00:00,127.19912037037037,0,0.0
