file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\aslamanver.retrofit-lite.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\aydbtiko24.weather-forecast-ID.GitHub_Actions.build.yml,instrumentation-test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\aydbtiko24.weather-forecast-ID.GitHub_Actions.build.yml,instrumentation-test,Upload instrumentation test report,['instrumentation'],standard,"{
  ""name"": ""Upload instrumentation test report"",
  ""uses"": ""actions/upload-artifact@v2"",
  ""with"": {
    ""name"": ""instrumentation_test_report"",
    ""path"": ""app/build/reports/androidTests/connected/""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\BE-PROJECTS2018.GroupNo1-Vehicular-Traffic-Abatement.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\beemdevelopment.Aegis.GitHub_Actions.build-app-workflow.yaml,test,Tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@50986b1464923454c95e261820bc626f38490ec0"",
  ""with"": {
    ""api-level"": 31,
    ""arch"": ""x86_64"",
    ""profile"": ""pixel_3a"",
    ""heap-size"": ""512M"",
    ""ram-size"": ""4096M"",
    ""emulator-options"": ""-memory 4096 -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""disk-size"": ""8G"",
    ""script"": ""mkdir -p artifacts/report\nadb logcat -c\nadb logcat -G 16M && adb logcat -g\n./gradlew connectedCheck || touch tests_failing\nadb logcat -d > artifacts/logcat.txt\ncp -r app/build/reports/androidTests/connected/* artifacts/report/\nif adb shell '[ -e /sdcard/Pictures/screenshots ]'; then adb pull /sdcard/Pictures/screenshots artifacts/; fi\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\BeerXP.mobile.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\betterclever.ZapTap.CircleCI.circle.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bigscreen.iconic-tab-bar.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bigscreen.mangindo.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Binary-Team.Rachma-Android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bitfireAT.icsx5.GitHub_Actions.test-dev.yml,test_on_emulator,Cache AVD,['adb'],standard,"{
  ""name"": ""Cache AVD"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bitfireAT.icsx5.GitHub_Actions.test-dev.yml,test_on_emulator,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86_64"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bitfireAT.icsx5.GitHub_Actions.test-dev.yml,test_on_emulator,Run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86_64"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew app:connectedStandardDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bossly.photo-sharing-android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\bossly.uaTranslit.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\braille-systems.learn-braille.GitHub_Actions.android.yml,build-and-test,Run instrumental tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run instrumental tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\brarcher.video-transcoder.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\brave.mixpanel-android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\briar.briar.GitLab..gitlab-ci.yml,full_file_scan,,"['emulator', 'adb', 'instrumentation', 'android-emulator']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\brunnerant.sdp-project.GitHub_Actions.android.yml,tests,Executing unit and android tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Executing unit and android tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 24,
    ""arch"": ""x86_64"",
    ""disable-animations"": true,
    ""script"": ""./gradlew installDebug\nadb shell appops set ch.epfl.qedit android:mock_location allow\n./gradlew build connectedCheck jacocoTestReport\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\CalyxOS.bitmask_android.GitLab..gitlab-ci.yml,full_file_scan,,"['emulator', 'android-emulator']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\camina-apps.Bookworm.GitHub_Actions.ci.yml,android_tests,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""disable-animations"": true,
    ""disk-size"": ""6000M"",
    ""heap-size"": ""600M"",
    ""script"": ""./gradlew connectedAndroidTest --continue --no-daemon""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\camina-apps.Bookworm.GitHub_Actions.ci.yml,android_tests,Publish Test Report of Instrumentation Tests,['instrumentation'],standard,"{
  ""name"": ""Publish Test Report of Instrumentation Tests"",
  ""uses"": ""mikepenz/action-junit-report@v3"",
  ""if"": ""always()"",
  ""with"": {
    ""check_name"": ""Instrumentation Test Report"",
    ""report_paths"": ""app/build/outputs/androidTest-results/connected/TEST-*.xml""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\CCninja86.UltimateWordFinder.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chaosbastler.opentraining.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chikecodes.Debt-Manager.CircleCI.circle.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chintanrparmar.Bark.Cafe.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.android-benchmark.yml,create-profiles,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""app-benchmark-avd-30-default""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.android-benchmark.yml,create-profiles,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 30,
    ""target"": ""default"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""force-avd-creation"": false,
    ""avd-name"": ""nexus6-30-default-benchmark"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.android-benchmark.yml,create-profiles,Run Benchmark,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run Benchmark"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 30,
    ""target"": ""default"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""force-avd-creation"": false,
    ""avd-name"": ""nexus6-30-default-benchmark"",
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""adb install app/build/outputs/apk/benchmark/app-benchmark.apk\nadb install app-macrobenchmark/build/outputs/apk/benchmark/app-macrobenchmark-benchmark.apk\nadb root\nadb logcat >logcat.txt & adb shell am instrument -w -e class com.cmgapps.android.curriculumvitae.benchmark.BaselineProfileGenerator  com.cmgapps.android.curriculumvitae.macrobenchmark/androidx.test.runner.AndroidJUnitRunner\nadb pull \""/storage/emulated/0/Android/media/com.cmgapps.android.curriculumvitae.macrobenchmark/BaselineProfileGenerator_generate-baseline-prof.txt\"" .\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedAndroidAppTest,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""app-avd-${{ matrix.api-level }}-${{ matrix.target }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedAndroidAppTest,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""force-avd-creation"": false,
    ""avd-name"": ""nexus6-${{matrix.api-level}}-${{ matrix.target }}"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedAndroidAppTest,Run connected Android tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run connected Android tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""force-avd-creation"": false,
    ""avd-name"": ""nexus6-${{matrix.api-level}}-${{ matrix.target }}"",
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""adb logcat >logcat.txt & ./gradlew :app:connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedWearableTest,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""android-wear-avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedWearableTest,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""android-wear"",
    ""arch"": ""x86"",
    ""profile"": ""wear_round"",
    ""force-avd-creation"": false,
    ""avd-name"": ""wear_round-${{ matrix.api-level }}"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrimaeon.curriculumvitae.GitHub_Actions.main.yml,connectedWearableTest,Run connected Wearable tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run connected Wearable tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""android-wear"",
    ""arch"": ""x86"",
    ""profile"": ""wear_round"",
    ""force-avd-creation"": false,
    ""avd-name"": ""wear_round-${{matrix.api-level}}"",
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""adb logcat >logcat.txt & ./gradlew :wearable:connectedDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\chrjsorg.RatingDialok.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\cie6868.EncryptedSharedPreferences.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Clarifai.clarifai-android-starter.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\cloudinary.cloudinary_android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\code-schreiber.NoisePercolator.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\CodemateLtd.Koffeemate.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\CodeRockets.ReferandumProject.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
