job_id,job_name,job_status,job_conclusion,job_started_at,job_completed_at,job_html_url,runner_name,labels,step_number,step_name,step_status,step_conclusion,step_started_at,step_completed_at,step_hint_terms,phase_guess,phase_reason,phase_score,job_started_at_dt,job_completed_at_dt,step_started_at_dt,step_completed_at_dt,duration_seconds
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,9,Calculate docker image,completed,success,2026-02-26T13:40:26Z,2026-02-26T13:40:28Z,,other,,0,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:40:26+00:00,2026-02-26 13:40:28+00:00,2.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,10,Pull docker image,completed,success,2026-02-26T13:40:28Z,2026-02-26T13:47:02Z,,other,,0,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:40:28+00:00,2026-02-26 13:47:02+00:00,394.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,3,Setup Python,completed,success,2026-02-26T13:40:58Z,2026-02-26T13:40:58Z,,pre_invocation,setup; python,2,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:40:58+00:00,2026-02-26 13:40:58+00:00,0.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,4,Install Python dependencies,completed,success,2026-02-26T13:40:58Z,2026-02-26T13:42:31Z,,pre_invocation,install; dependencies; python,3,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:40:58+00:00,2026-02-26 13:42:31+00:00,93.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,5,Set up Android NDK,completed,success,2026-02-26T13:42:31Z,2026-02-26T13:42:31Z,android,pre_invocation,ndk,1,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:42:31+00:00,2026-02-26 13:42:31+00:00,0.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,6,Build Android library,completed,success,2026-02-26T13:42:31Z,2026-02-26T13:49:07Z,android,pre_invocation,build,1,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:42:31+00:00,2026-02-26 13:49:07+00:00,396.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,11,Check if in a container runner,completed,success,2026-02-26T13:47:02Z,2026-02-26T13:47:02Z,,invocation_candidate,job_context + run/script fallback,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:47:02+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,12,Setup SCCACHE_SERVER_PORT environment for docker run when on container,completed,skipped,2026-02-26T13:47:02Z,2026-02-26T13:47:02Z,,pre_invocation,setup,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:47:02+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,13,"Install nvidia driver, nvidia-docker runtime, set GPU_FLAG",completed,skipped,2026-02-26T13:47:02Z,2026-02-26T13:47:02Z,,pre_invocation,install,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:47:02+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,14,Download artifacts (if any),completed,skipped,2026-02-26T13:47:02Z,2026-02-26T13:47:02Z,,post_invocation,artifact,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:47:02+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,15,Export matrix variables (if any),completed,skipped,2026-02-26T13:47:02Z,2026-02-26T13:47:02Z,,other,,0,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:47:02+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,16,Run script in container,completed,success,2026-02-26T13:47:02Z,2026-02-26T13:56:46Z,,invocation_execution,script,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:47:02+00:00,2026-02-26 13:56:46+00:00,584.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,7,Build Android test APK,completed,success,2026-02-26T13:49:07Z,2026-02-26T13:53:50Z,android,invocation_execution,test,1,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:49:07+00:00,2026-02-26 13:53:50+00:00,283.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,8,Upload artifacts,completed,success,2026-02-26T13:53:50Z,2026-02-26T13:54:17Z,,post_invocation,upload; artifact,2,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:53:50+00:00,2026-02-26 13:54:17+00:00,27.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,15,Post Setup Python,completed,success,2026-02-26T13:54:17Z,2026-02-26T13:54:17Z,,post_invocation,post,1,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:54:17+00:00,2026-02-26 13:54:17+00:00,0.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,16,Post Run actions/checkout@v4,completed,success,2026-02-26T13:54:17Z,2026-02-26T13:54:17Z,,post_invocation,post,1,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:54:17+00:00,2026-02-26 13:54:17+00:00,0.0
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu,17,Complete job,completed,success,2026-02-26T13:54:17Z,2026-02-26T13:54:17Z,,post_invocation,complete job; complete,2,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,2026-02-26 13:54:17+00:00,2026-02-26 13:54:17+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,1,Set up job,completed,success,2026-02-26T13:54:24Z,2026-02-26T13:54:27Z,,pre_invocation,set up job,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:24+00:00,2026-02-26 13:54:27+00:00,3.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,2,Setup SSH (Click me for login details),completed,success,2026-02-26T13:54:27Z,2026-02-26T13:54:27Z,,pre_invocation,setup,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:27+00:00,2026-02-26 13:54:27+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,3,Run actions/checkout@v4,completed,success,2026-02-26T13:54:27Z,2026-02-26T13:54:31Z,,pre_invocation,checkout,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:27+00:00,2026-02-26 13:54:31+00:00,4.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,4,Download Artifacts,completed,success,2026-02-26T13:54:31Z,2026-02-26T13:54:41Z,,post_invocation,artifact,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:31+00:00,2026-02-26 13:54:41+00:00,10.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,5,Prepare test APK,completed,success,2026-02-26T13:54:41Z,2026-02-26T13:54:41Z,,invocation_execution,test,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:41+00:00,2026-02-26 13:54:41+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,6,AVD cache,completed,success,2026-02-26T13:54:41Z,2026-02-26T13:54:44Z,,other,,0,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:41+00:00,2026-02-26 13:54:44+00:00,3.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,7,Run Android emulator,completed,success,2026-02-26T13:54:44Z,2026-02-26T14:38:55Z,android; emulator,pre_invocation,emulator,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 13:54:44+00:00,2026-02-26 14:38:55+00:00,2651.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,17,Run script outside container,completed,skipped,2026-02-26T13:56:46Z,2026-02-26T13:56:46Z,,invocation_execution,script,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:46+00:00,2026-02-26 13:56:46+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,18,Surface failing tests,completed,success,2026-02-26T13:56:46Z,2026-02-26T13:56:46Z,,invocation_execution,test,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:46+00:00,2026-02-26 13:56:46+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,19,Chown repository directory,completed,success,2026-02-26T13:56:46Z,2026-02-26T13:56:48Z,,other,,0,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:46+00:00,2026-02-26 13:56:48+00:00,2.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,20,Chown runner temp,completed,success,2026-02-26T13:56:48Z,2026-02-26T13:56:49Z,,invocation_candidate,job_context + run/script fallback,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:48+00:00,2026-02-26 13:56:49+00:00,1.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,21,Prepare artifacts for upload,completed,success,2026-02-26T13:56:49Z,2026-02-26T13:56:49Z,,post_invocation,upload; artifact,2,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:49+00:00,2026-02-26 13:56:49+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,22,Upload artifacts to GitHub (if any),completed,skipped,2026-02-26T13:56:49Z,2026-02-26T13:56:49Z,,post_invocation,upload; artifact,2,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:49+00:00,2026-02-26 13:56:49+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,23,Upload artifacts to S3 (if any),completed,skipped,2026-02-26T13:56:49Z,2026-02-26T13:56:49Z,,post_invocation,upload; artifact,2,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:49+00:00,2026-02-26 13:56:49+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,24,Upload documentation to S3 (if any),completed,skipped,2026-02-26T13:56:49Z,2026-02-26T13:56:49Z,,post_invocation,upload,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:49+00:00,2026-02-26 13:56:49+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,25,Teardown Linux,completed,success,2026-02-26T13:56:49Z,2026-02-26T13:57:04Z,,post_invocation,teardown,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:56:49+00:00,2026-02-26 13:57:04+00:00,15.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,26,Clean workspace after tear down,completed,success,2026-02-26T13:57:04Z,2026-02-26T13:57:06Z,,post_invocation,tear down,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:57:04+00:00,2026-02-26 13:57:06+00:00,2.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,50,Post Checkout repository (pytorch/executorch@5a9b2808411e71a71352005f4568fa3ce0b777a2),completed,success,2026-02-26T13:57:06Z,2026-02-26T13:57:06Z,,post_invocation,post,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:57:06+00:00,2026-02-26 13:57:06+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,51,Post Checkout repository (pytorch/test-infra@),completed,success,2026-02-26T13:57:06Z,2026-02-26T13:57:07Z,,post_invocation,post,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:57:06+00:00,2026-02-26 13:57:07+00:00,1.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,52,Complete runner,completed,success,2026-02-26T13:57:07Z,2026-02-26T13:57:14Z,,post_invocation,complete,1,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:57:07+00:00,2026-02-26 13:57:14+00:00,7.0
64995486358,test-llama-runner-linux-android / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,i-0c7afbcc0d3ac7913,linux.2xlarge,53,Complete job,completed,success,2026-02-26T13:57:14Z,2026-02-26T13:57:14Z,,post_invocation,complete job; complete,2,2026-02-26 13:39:17+00:00,2026-02-26 13:57:15+00:00,2026-02-26 13:57:14+00:00,2026-02-26 13:57:14+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,13,Post AVD cache,completed,success,2026-02-26T14:38:55Z,2026-02-26T14:38:55Z,,post_invocation,post,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 14:38:55+00:00,2026-02-26 14:38:55+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,14,Post Run actions/checkout@v4,completed,success,2026-02-26T14:38:55Z,2026-02-26T14:38:55Z,,post_invocation,post,1,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 14:38:55+00:00,2026-02-26 14:38:55+00:00,0.0
64997440976,android / run-emulator,completed,success,2026-02-26T13:54:24Z,2026-02-26T14:38:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64997440976,8-core-ubuntu-1010570434,8-core-ubuntu,15,Complete job,completed,success,2026-02-26T14:38:55Z,2026-02-26T14:38:55Z,,post_invocation,complete job; complete,2,2026-02-26 13:54:24+00:00,2026-02-26 14:38:57+00:00,2026-02-26 14:38:55+00:00,2026-02-26 14:38:55+00:00,0.0
