run_id,run_number,run_attempt,status,conclusion,event,workflow_id,run_started_at,updated_at,head_sha,html_url
22444580419,66463,1,completed,failure,push,63454257,2026-02-26T13:39:12Z,2026-02-26T15:13:36Z,5a9b2808411e71a71352005f4568fa3ce0b777a2,https://github.com/pytorch/executorch/actions/runs/22444580419
