job_id,job_name,job_status,job_conclusion,job_started_at,job_completed_at,job_html_url,runner_name,labels
64995483644,test-openvino-linux,completed,skipped,2026-02-26T13:39:13Z,2026-02-26T13:39:13Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995483644,,
64995484549,unittest-buck / windows,completed,skipped,2026-02-26T13:39:14Z,2026-02-26T13:39:13Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484549,,
64995485772,nxp-build-test / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:46:29Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485772,i-0d2c31d1acf7a5475,linux.2xlarge
64995486321,test-binary-size-linux-gcc / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:48:27Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486321,i-02df3b8cd77b09627,linux.2xlarge
64995486275,"test-models-linux (add, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:51Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486275,i-0c0962e9a056e9d40,linux.2xlarge
64995486355,"test-models-linux (add, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:42Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486355,i-05a549e7d2ead1ebd,linux.2xlarge
64995485955,"test-models-linux (add_mul, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:18Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485955,i-093d97b73c92d9b2a,linux.2xlarge
64995486053,"test-models-linux (add_mul, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:36Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486053,i-003577d09e439a1b0,linux.2xlarge
64995485901,"test-models-linux (emformer_join, portable, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:16:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485901,i-05ee0b98afe0cab50,linux.4xlarge.memory
64995485802,"test-models-linux (emformer_join, xnnpack-quantization-delegation, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:50:38Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485802,i-03cd11f9efed89ae2,linux.4xlarge.memory
64995486087,"test-models-linux (emformer_transcribe, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:16Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486087,i-01a63c31596b8d552,linux.2xlarge
64995486035,"test-models-linux (emformer_transcribe, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:55:24Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486035,i-0eeacd2f49a498d5a,linux.2xlarge
64995486274,"test-models-linux (ic3, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:00:06Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486274,i-0e369e26ed642e91c,linux.2xlarge
64995485801,"test-models-linux (ic3, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:51Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485801,i-0f1f7c91ce20b7567,linux.2xlarge
64995485895,"test-models-linux (ic4, portable, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:33:45Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485895,i-0b4da3541e24c9104,linux.4xlarge.memory
64995486025,"test-models-linux (ic4, xnnpack-quantization-delegation, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:46Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486025,i-0b8e1a3ae509a8bec,linux.4xlarge.memory
64995485939,"test-models-linux (linear, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:09Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485939,i-0d4d19bbca56514d9,linux.2xlarge
64995486255,"test-models-linux (linear, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:26Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486255,i-094bb19b736bc6f43,linux.2xlarge
64995485986,"test-models-linux (mobilebert, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:41Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485986,i-0688b81a20f7ec0c8,linux.2xlarge
64995486100,"test-models-linux (mobilebert, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:57Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486100,i-0c762393faacedfe1,linux.2xlarge
64995486123,"test-models-linux (mv2, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:22Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486123,i-0d8bdb31e75055623,linux.2xlarge
64995486212,"test-models-linux (phi_4_mini, portable, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:33:27Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486212,i-03885bbc0468671b3,linux.4xlarge.memory
64995486184,"test-models-linux (resnet18, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:57:22Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486184,i-0a1394308a377cb5e,linux.2xlarge
64995485982,"test-models-linux (resnet18, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:09Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485982,i-053751edd6b96d46f,linux.2xlarge
64995485991,"test-models-linux (resnet50, portable, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:04:56Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485991,i-0a46deb1ef1c078f8,linux.2xlarge
64995485943,"test-models-linux (resnet50, xnnpack-quantization-delegation, linux.2xlarge) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:02Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485943,i-06697655876322540,linux.2xlarge
64995485899,"test-models-linux (w2l, portable, linux.4xlarge.memory) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:21Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485899,i-0b6ebcdd13d663b63,linux.4xlarge.memory
64995485525,"test-models-linux-basic (mv3, portable, buck2, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:09Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485525,i-0b98410faeea3a978,linux.2xlarge
64995485387,"test-models-linux-basic (mv3, portable, cmake, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:51:46Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485387,i-05a7fa656b5568261,linux.2xlarge
64995485309,"test-models-linux-basic (mv3, portable, cmake, linux.arm64.2xlarge, executorch-ubuntu-22.04-gcc11... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:48:43Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485309,i-0210a99b9fb1b20bd,linux.arm64.2xlarge
64995485219,"test-models-linux-basic (mv3, xnnpack-quantization-delegation, buck2, linux.2xlarge, executorch-u... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:02Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485219,i-05aa5ba675a681d56,linux.2xlarge
64995485519,"test-models-linux-basic (mv3, xnnpack-quantization-delegation, cmake, linux.2xlarge, executorch-u... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:00Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485519,i-0903f8131afaa5a23,linux.2xlarge
64995485524,"test-models-linux-basic (mv3, xnnpack-quantization-delegation, cmake, linux.arm64.2xlarge, execut... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:49:26Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485524,i-0d0ca17ae9baecebb,linux.arm64.2xlarge
64995485541,"test-models-linux-basic (vit, portable, buck2, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T14:00:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485541,i-07fd0a914037607d1,linux.2xlarge
64995485492,"test-models-linux-basic (vit, portable, cmake, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:58:25Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485492,i-031af117175270ad5,linux.2xlarge
64995485246,"test-models-linux-basic (vit, portable, cmake, linux.arm64.2xlarge, executorch-ubuntu-22.04-gcc11... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:57:40Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485246,i-0b799e2c115ab2f3d,linux.arm64.2xlarge
64995485300,"test-models-linux-basic (vit, xnnpack-quantization-delegation, buck2, linux.2xlarge, executorch-u... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:47Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485300,i-0ca5ee4e10d0bb4d6,linux.2xlarge
64995485294,"test-models-linux-basic (vit, xnnpack-quantization-delegation, cmake, linux.2xlarge, executorch-u... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:38Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485294,i-0ccdbcb04e04784a4,linux.2xlarge
64995485258,"test-models-linux-basic (vit, xnnpack-quantization-delegation, cmake, linux.arm64.2xlarge, execut... / linux-job",completed,success,2026-02-26T13:39:16Z,2026-02-26T13:50:32Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485258,i-04da84adc1f281205,linux.arm64.2xlarge
64995485203,test-parakeet-xnnpack-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T14:08:14Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485203,i-0a84a4a8356fd8c61,linux.4xlarge.memory
64995485223,test-qnn-wheel-packages-linux (3.10) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:57:51Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485223,i-0e948692cfc21467b,linux.2xlarge
64995485152,test-qnn-wheel-packages-linux (3.11) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:57:34Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485152,i-0831c98eecc4196ba,linux.2xlarge
64995485019,test-qnn-wheel-packages-linux (3.12) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:59:02Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485019,i-081222d5890210377,linux.2xlarge
64995485079,test-qnn-wheel-packages-linux (3.13) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:57:05Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485079,i-073f47299e315c1a9,linux.2xlarge
64995485531,test-samsung-models-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T15:11:14Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485531,i-06891ee7d3c54ab4f,linux.2xlarge
64995485741,test-samsung-quantmodels-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T14:02:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485741,i-02d6db0a1ef9b3926,linux.2xlarge
64995484967,test-setup-linux-gcc / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:26Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484967,i-05fab31322e58a8fe,linux.2xlarge
64995484869,test-voxtral-realtime-xnnpack-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T14:15:54Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484869,i-02702e16f4a8c0c82,linux.4xlarge.memory
64995485527,test-vulkan-models-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T14:01:33Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485527,i-07848ebaf806eec2c,linux.2xlarge
64995485548,test-vulkan-operators-linux / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:58:39Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485548,i-0a20166f5bac228d7,linux.2xlarge
64995486448,unittest-arm-backend-with-no-deps (test_pytest_ops_no_target) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:53:16Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486448,i-0a9009b4fa59faa2c,linux.2xlarge
64995486473,unittest-arm-backend-with-no-deps (test_run_tosa) / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T13:52:32Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486473,i-0e9f6773c6c1ca565,linux.2xlarge
64995485783,unittest-nxp-neutron / linux-job,completed,success,2026-02-26T13:39:16Z,2026-02-26T14:36:48Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995485783,i-0ce9bf601e6a435ae,linux.2xlarge
64995484601,android / build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,16-core-ubuntu
64995486574,test-binary-size-linux / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:47:27Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486574,i-00f34d2a424106634,linux.2xlarge
64995487362,test-build-wasm-linux / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:56:22Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995487362,i-0800ec18474016a76,linux.2xlarge
64995487299,test-coreml-bc-macos (macos-m2-stable) / macos-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:47:39Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995487299,i-06e58ac42fe995f8a,macos-m2-stable
64995486537,test-custom-ops-linux / linux-job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:52:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486537,i-0d3dbd5e29c9c5792,linux.2xlarge
64995486767,"test-llama-runner-linux (bf16, custom, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:52:52Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486767,i-0f6f7aa101711b7c2,linux.2xlarge
64995486891,"test-llama-runner-linux (fp32, xnnpack+custom+qe, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:56:29Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486891,i-0d0906bc7d57f2433,linux.2xlarge
64995486967,"test-llama-runner-linux (fp32, xnnpack+custom+qe, linux.arm64.2xlarge, executorch-ubuntu-22.04-gc... / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:56:25Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486967,i-01634ca5b17748f09,linux.arm64.2xlarge
64995487027,"test-llama-runner-linux (fp32, xnnpack+custom+quantize_kv, linux.2xlarge, executorch-ubuntu-22.04... / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:40Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995487027,i-0357e1b7d3d565a77,linux.2xlarge
64995486974,"test-llama-runner-linux (fp32, xnnpack+custom+quantize_kv, linux.arm64.2xlarge, executorch-ubuntu... / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:58:33Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486974,i-0d51390dd99cbcde4,linux.arm64.2xlarge
64995486975,"test-llama-runner-linux (fp32, xnnpack+quantize_kv, linux.2xlarge, executorch-ubuntu-22.04-clang12) / linux-job",completed,success,2026-02-26T13:39:17Z,2026-02-26T13:57:13Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486975,i-0da549a41d1a36086,linux.2xlarge
