artifact_id,name,size_in_bytes,expired,created_at,updated_at,archive_download_url
5673069661,android-apps,846564205,False,2026-02-26T13:54:17Z,2026-02-26T13:54:17Z,https://api.github.com/repos/pytorch/executorch/actions/artifacts/5673069661/zip
