job_id,job_name,job_group,job_leaf,job_status,job_conclusion,job_started_at,job_completed_at,job_html_url,runner_name,runner_group_name,labels,check_run_url,job_started_at_dt,job_completed_at_dt,duration_seconds
64995486803,unittest-editable / macos / macos-job,unittest-editable,macos-job,completed,failure,2026-02-26T13:42:40Z,2026-02-26T14:10:03Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486803,i-0ba0c58f8348bffed,default,macos-m1-stable,https://api.github.com/repos/pytorch/executorch/check-runs/64995486803,2026-02-26 13:42:40+00:00,2026-02-26 14:10:03+00:00,1643.0
