job_id,job_name,job_group,job_leaf,job_started_at,job_completed_at,job_html_url,step_number,step_name,step_status,step_conclusion,step_started_at,step_completed_at,step_started_at_dt,step_completed_at_dt,duration_seconds
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,1,Set up job,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:39:35Z,2026-02-26 13:39:17+00:00,2026-02-26 13:39:35+00:00,18.0
64995484601,android / build-android,android,build-android,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,1,Set up job,completed,success,2026-02-26T13:39:18Z,2026-02-26T13:39:20Z,2026-02-26 13:39:18+00:00,2026-02-26 13:39:20+00:00,2.0
64995484601,android / build-android,android,build-android,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,2,Run actions/checkout@v4,completed,success,2026-02-26T13:39:20Z,2026-02-26T13:40:58Z,2026-02-26 13:39:20+00:00,2026-02-26 13:40:58+00:00,98.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,2,Set up runner,completed,success,2026-02-26T13:39:35Z,2026-02-26T13:39:42Z,2026-02-26 13:39:35+00:00,2026-02-26 13:39:42+00:00,7.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,3,Clean workspace,completed,success,2026-02-26T13:39:42Z,2026-02-26T13:39:42Z,2026-02-26 13:39:42+00:00,2026-02-26 13:39:42+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,4,Checkout repository (pytorch/test-infra@),completed,success,2026-02-26T13:39:42Z,2026-02-26T13:39:44Z,2026-02-26 13:39:42+00:00,2026-02-26 13:39:44+00:00,2.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,5,Setup Linux,completed,success,2026-02-26T13:39:44Z,2026-02-26T13:39:48Z,2026-02-26 13:39:44+00:00,2026-02-26 13:39:48+00:00,4.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,6,Setup ROCM,completed,skipped,2026-02-26T13:39:48Z,2026-02-26T13:39:48Z,2026-02-26 13:39:48+00:00,2026-02-26 13:39:48+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,7,Setup SSH,completed,success,2026-02-26T13:39:48Z,2026-02-26T13:39:48Z,2026-02-26 13:39:48+00:00,2026-02-26 13:39:48+00:00,0.0
64995486358,test-llama-runner-linux-android / linux-job,test-llama-runner-linux-android,linux-job,2026-02-26T13:39:17Z,2026-02-26T13:57:15Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995486358,8,Checkout repository (pytorch/executorch@5a9b2808411e71a71352005f4568fa3ce0b777a2),completed,success,2026-02-26T13:39:48Z,2026-02-26T13:40:26Z,2026-02-26 13:39:48+00:00,2026-02-26 13:40:26+00:00,38.0
