job_id,job_name,job_group,job_leaf,job_status,job_conclusion,job_started_at,job_completed_at,job_html_url,runner_name,runner_group_name,labels,check_run_url,job_started_at_dt,job_completed_at_dt,duration_seconds
64995484601,android / build-android,android,build-android,completed,success,2026-02-26T13:39:17Z,2026-02-26T13:54:20Z,https://github.com/pytorch/executorch/actions/runs/22444580419/job/64995484601,16-core-ubuntu-1010569992,,16-core-ubuntu,https://api.github.com/repos/pytorch/executorch/check-runs/64995484601,2026-02-26 13:39:17+00:00,2026-02-26 13:54:20+00:00,903.0
