owner,repo,run_id,run_number,run_attempt,name,display_title,event,status,conclusion,workflow_id,head_branch,head_sha,created_at,updated_at,run_started_at,actor_login,html_url,jobs_url,artifacts_url
pytorch,executorch,22444580419,66463,1,pull,NXP backend: Migrate from neutron_converter_SDK_25_12 package to eIQ …,push,completed,failure,63454257,main,5a9b2808411e71a71352005f4568fa3ce0b777a2,2026-02-26T13:39:12Z,2026-02-26T15:13:36Z,2026-02-26T13:39:12Z,robert-kalmar,https://github.com/pytorch/executorch/actions/runs/22444580419,https://api.github.com/repos/pytorch/executorch/actions/runs/22444580419/jobs,https://api.github.com/repos/pytorch/executorch/actions/runs/22444580419/artifacts
