job_id,name,status,conclusion,started_at,completed_at,html_url,duration_seconds
59220587701,macos,completed,success,2025-12-31T13:43:52Z,2025-12-31T13:47:57Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587701,245.0
59220587703,web (packages/oidc/example),completed,success,2025-12-31T13:43:52Z,2025-12-31T13:45:48Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587703,116.0
59220587712,windows,completed,success,2025-12-31T13:43:52Z,2025-12-31T13:48:59Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587712,307.0
59220587717,unit_tests (stable),completed,success,2025-12-31T13:43:52Z,2025-12-31T13:57:54Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587717,842.0
59220587718,"android (33, x86_64)",completed,success,2025-12-31T13:43:52Z,2025-12-31T13:53:17Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587718,565.0
59220587720,unit_tests (beta),completed,success,2025-12-31T13:43:52Z,2025-12-31T13:57:35Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587720,823.0
59220587698,linux,completed,success,2025-12-31T13:43:53Z,2025-12-31T13:46:39Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587698,166.0
59220587699,ios,completed,success,2025-12-31T13:43:53Z,2025-12-31T14:05:03Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59220587699,1270.0
59221612298,upload-coverage,completed,success,2025-12-31T14:05:05Z,2025-12-31T14:05:41Z,https://github.com/Bdaya-Dev/oidc/actions/runs/20620229392/job/59221612298,36.0
